"text","cmp_code","eu_code"
"That is why the many sections of this platform affirm our trust in the people, our faith in their judgment, and our determination to help them take back their country.","202.1",NA
"This means removing the power from unelected, unaccountable government.","202.1",NA
"This means relieving the burden and expense of punishing government regulations.","401",NA
"And this means returning to the people and the states the control that belongs to them.","301",NA
"It is the control and the power to make their own decisions about what’s best for themselves and their families and communities.","202.1",NA
"This platform is many things: A handbook for returning decision-making to the people.","202.1",NA
"A guide to the constitutional rights of every American.","203",NA
"And a manual for the kind of sustained growth that will bring opportunity to all those on the sidelines of our society.","503",NA
"Every time we sing, ""God Bless America,” we are asking for help.","603",NA
"We ask for divine help that our country can fulfill its promise.","603",NA
"We earn that help by recommitting ourselves to the ideas and ideals that are the true greatness of America","601.1",NA
"Restoring the American Dream","H",NA
"Rebuilding the Economy and Creating Jobs","H",NA
"We are the party of a growing economy that gives everyone a chance in life, an opportunity to learn, work, and realize the prosperity freedom makes possible.","410",NA
"Government cannot create prosperity, though government can limit or destroy it.","401",NA
"Prosperity is the product of self-discipline, enterprise, saving and investment by individuals, but it is not an end in itself.","401",NA
"Prosperity provides the means by which citizens and their families can maintain their independence from government,","201.1",NA
"raise their children by their own values,","603",NA
"practice their faith,","603",NA
"and build communities of cooperation and mutual respect.","606.1",NA
"It is also the foundation for our nation's global leadership,","109",NA
"for it is the vigor of our economy which makes possible our military strength and our national security.","104",NA
"Pundits and Democrats tell us that we should accept the new normal of a slow-growing economy.","410",NA
"The consequences are too dire to ever accept that:","410",NA
"President Obama and his party will set a record of being the first modern president ever to leave office without a single calendar year of three percent economic growth.","410",NA
"As a result, the number of Americans living in poverty has increased by 7 million,","503",NA
"our nation's economy has lost nearly $8 trillion of cumulative output compared with an average recovery,","410",NA
"and the economic growth shortfall has left a cumulative real after-tax per person personal income shortfall of nearly $17,000 compared with an average recovery.","410",NA
"Under President Obama and the Democrats, new private-sector jobs are three million below where they should have been with just average modern post-recession growth.","701",NA
"Our labor force participation rate has plunged to at or below 63 percent for far too long, lows last seen two generations ago before President Reagan was elected in 1980.","701",NA
"Business closures have exceeded business startups throughout the Obama Presidency.","410",NA
"Strong growth, more jobs, increasing incomes, and expanding opportunity are all in short supply under President Obama and the Democrats.","410",NA
"We repudiate the absurd idea this is the best America can do.","601.1",NA
"The American people rejected that nonsense the last time it was offered, in the historic election of 1980,","410",NA
"and we ask them to join us now to again repudiate the false gospel of America's di- minishment and retreat.","410",NA
"We offer instead our vision of an opportunity society based on the economics of inclusion.","503",NA
"Fair and Simple Taxes for Growth","H",NA
"Republicans consider the establishment of a pro-growth tax code a moral imperative.","410",NA
"More than any other public policy, the way government raises revenue — how much, at what rates, under what circumstances, from whom, and for whom — has the greatest impact on our economy's performance.","410",NA
"It powerfully influences the level of economic growth and job creation,","410",NA
"which translates into the level of opportunity for those who would otherwise be left behind.","503",NA
"Getting our tax system right will be the most important factor in driving the entire economy back to prosperity.","410",NA
"The current tax code is rightly the object of both anger and mockery.","401",NA
"Its length is exceeded only by its complexity.","401",NA
"We must start anew.","401",NA
"That will be an enormous undertaking and, if it is to succeed, it must command the attention and approval of the American people.","606.2",NA
"It cannot be engineered from the top down,","606.2",NA
"but must have a common sense approach, and be simplified.","402",NA
"Our proposal is straightforward.","402",NA
"Wherever tax rates penalize thrift or discourage investment, they must be lowered.","402",NA
"Wherever current provisions of the code are disincentives for economic growth, they must be changed.","402",NA
"We will not divide the American people into winners and losers.","401",NA
"We will eliminate as many special interest provisions and loopholes as possible and curb corporate welfare,","403",NA
"especially where their erosion of the tax base has created pressure for higher rates.","403",NA
"We will be mindful of the burdens on families with children","503",NA
"and the impact on an aging population.","503",NA
"We will seek simplicity and clarity so that every taxpayer can understand how much of their income is consumed by the federal government.","401",NA
"We will welcome all to this enterprise — to discuss, debate, challenge, and amend —","606.2",NA
"so that together we can restore economic growth for the American people","410",NA
"and, even more important, renew their faith in the future.","601.1",NA
"Our Tax Principles","H",NA
"To ensure that past abuses will not be repeated, we assert these fundamental principles.","401",NA
"We oppose retroactive taxation.","401",NA
"We condemn attempts by activist judges at any level of government to seize the power of the purse from the people's elected representatives by ordering higher taxes.","202.3",NA
"We oppose tax policies that deliberately divide Americans or promote class warfare.","401",NA
"Because of the vital role of religious organizations, charities, and fraternal benevolent societies in fostering generosity and patriotism,","603",NA
"they should not be subject to taxation and donations to them should remain deductible.","603",NA
"To guard against hypertaxation of the American people in any restructuring of the federal tax system,","401",NA
"any value added tax or national sales tax must be tied to the simultaneous repeal of the Sixteenth Amendment, which established the federal income tax.","401",NA
"A Competitive America","H",NA
"Competitiveness equals jobs.","701",NA
"That equation governs our policies regarding U.S. corporations in the global economy.","402",NA
"Private investment is a key driver of economic growth and job creation.","402",NA
"After falling dramatically during the recession, private investment has recovered at a disappointing pace","402",NA
"due in part to high corporate tax rates","402",NA
"and increasing regulatory burdens and uncertainty.","402",NA
"American businesses now face the world's highest corporate tax rates.","402",NA
"That's like putting lead shoes on your cross-country team.","402",NA
"It reduces companies' ability to compete overseas, encourages them to move abroad, lessens their investment,","402",NA
"cripples job creation here at home, lowers American wages,","701",NA
"and fosters the avoidance of tax liability","403",NA
"— without actually increasing tax revenues.","402",NA
"A more damaging policy is hard to imagine.","402",NA
"We propose to level the international playing field by lowering the corporate tax rate to be on a par with, or below, the rates of other industrial nations.","402",NA
"We endorse the recommendation of the National Commission on Fiscal Responsibility and Reform, as well as the current Administration's Export Council, to switch to a territorial system of taxation  so that profits earned and taxed abroad may be repatriated for job-creating investment here at home.","402",NA
"We believe American companies should be headquartered in America.","402",NA
"We should reduce barriers to accomplishing that goal.","402",NA
"A Winning Trade Policy","H",NA
"International trade is crucial for all sectors of America's economy.","407",NA
"Massive trade deficits are not.","407",NA
"We envision a worldwide multilateral agreement among nations committed to the principles of open markets, what has been called a “Reagan Economic Zone,” in which free trade will truly be fair trade for all concerned.","407",NA
"We need better negotiated trade agreements that put America first.","406",NA
"When trade agreements have been carefully negotiated with friendly democracies, they have resulted in millions of new jobs here at home supported by our exports.","407",NA
"When those agreements do not adequately protect U.S. interests, U.S. sovereignty, or when they are violated with impunity, they must be rejected.","109",NA
"We cannot allow foreign governments to limit American access to their markets while stealing our designs, patents, brands, know-how, and technology.","109",NA
"We cannot allow China to continue its currency manipulation, exclusion of U.S. products from government purchases, and subsidization of Chinese companies to thwart American imports.","109",NA
"The current Administration's way of dealing with these violations of world trade standards has been a virtual surrender.","109",NA
"Republicans understand that you can succeed in a negotiation only if you are willing to walk away from it.","109",NA
"A Republican president will insist on parity in trade","407",NA
"and stand ready to implement countervailing duties if other countries refuse to cooperate.","407",NA
"At the same time, we look to broaden our trade agreements with countries which share our values and commitment to fairness,","107",NA
"along with transparency in our commercial and business practices.","403",NA
"In pursuing that objective, the American people demand transparency, full disclosure,","403",NA
"protection of our national sovereignty, and tough negotiation on the part of those who are supposed to advance the interests of U.S. workers.","109",NA
"Significant trade agreements should not be rushed or undertaken in a Lame Duck Congress.","305.3",NA
"Freeing Financial Markets","H",NA
"The Republican vision for American banking calls for establishing transparent, efficient markets where consumers can obtain loans they need at reasonable rates based on market conditions.","401",NA
"Unfortunately, in response to the financial institutions crisis of 2008-2009, the Democratic-controlled Congress enacted the Wall Street Reform and Consumer Protection Act, otherwise known as Dodd-Frank.","401",NA
"They did not let the crisis go to waste but used it as an excuse to establish unprecedented government control over the nation's financial markets.","401",NA
"The consequences have been bad for everyone except federal regulators.","401",NA
"Rather than address the cause of the crisis — the government's own housing policies","305.1",NA
"— the new law extended government control over the economy by creating new unaccountable bureaucracies.","201.1",NA
"Predictably, central planning of our financial sector has not created jobs, it has killed them.","401",NA
"It has not limited risks, it has created more.","401",NA
"It has not encouraged economic growth, it has shackled it.","410",NA
"Since the enactment of Dodd-Frank, the number of community banks has significantly declined,","401",NA
"and the cost and complexity of complying with the law has created impediments to the remaining banks' ability to support the customers they serve.","402",NA
"From 13,000 community banks in 1985, only 1,900 remain.","401",NA
"Still, the majority of agricultural loans and small business loans are made by community banks.","401",NA
"From start-ups foregone to home loans not made, Dodd-Frank’s excessive regulation and burdensome requirements have helped contribute to the slow economy we all endure today  under President Obama and the Democrats.","401",NA
"Community banks are essential to ensuring small businesses have easy and affordable access to the capital they need to grow and prosper.","401",NA
"Community banks should be relieved of excessive regulations.","401",NA
"We support removing roadblocks and regulations that prevent access to capital.","401",NA
"The worst of Dodd-Frank is the Consumer Financial Protection Bureau, deliberately designed to be a rogue agency.","401",NA
"It answers to neither Congress nor the executive,","202.3",NA
"has its own guaranteed funding outside the appropriations process,","202.3",NA
"and uses its slush fund to steer settlements to politically favored groups.","304",NA
"Its Director has dictatorial powers unique in the American Republic.","202.3",NA
"Its regulatory harassment of local and regional banks, the source of most home mortgages and small business loans, advantages big banks","401",NA
"and makes it harder for Americans to buy a home.","401",NA
"Its one-size-fits-all approach to every issue threatens the diversity of the country’s financial system","403",NA
"and would leave us with just a few enormous institutions, as in many European countries.","403",NA
"If the Bureau is not abolished, it should be subjected to congressional appropriation.","202.3",NA
"In that way, consumer protection in the financial markets can be advanced through measures that are both effective and constitutional.","403",NA
"Any settlements arising from statutory violations by financial institutions must be used to make whole the harmed consumers,","403",NA
"with any remaining proceeds given to the general Treasury.","403",NA
"Diversion of settlement funds to politically- connected parties should be a criminal offense.","304",NA
"Republicans believe that no financial institution is too big to fail.","403",NA
"We support legislation to ensure that the problems of any financial institution can be resolved through the Bankruptcy Code.","403",NA
"We endorse prudent regulation of the banking system to ensure that FDIC-regulated banks are properly capitalized","403",NA
"and taxpayers are protected against bailouts.","403",NA
"We will end the government’s use of disparate impact theory in enforcing anti-discrimination laws with regard to lending.","401",NA
"Responsible Homeownership and Rental Opportunities","H",NA
"Homeownership expands personal liberty,","201.1",NA
"builds communities,","606.1",NA
"and helps Americans create wealth.","410",NA
"“The American Dream” is not a stale slogan.","601.1",NA
"It is the lived reality that expresses the aspirations of all our people.","601.1",NA
"It means a decent place to live,","401",NA
"a safe place to raise kids,","603",NA
"a welcoming place to retire.","503",NA
"It bespeaks the quiet pride of those who work hard to shelter their family","603",NA
"and, in the process, create caring neighborhoods.","606.1",NA
"The Great Recession devastated the housing market.","403",NA
"U.S. taxpayers paid billions to rescue Freddie Mac and Fannie Mae,","403",NA
"the latter managed and controlled by senior officials from the Carter and Clinton Administrations,","305.1",NA
"and to cover the losses of the poorly-managed Federal Housing Administration.","403",NA
"Millions lost their homes, millions more lost value in their homes.","403",NA
"More than six million households had to move from homeownership to renting.","403",NA
"Rental costs escalated so that today nearly 12 million families spend more than 50 percent of their incomes just on rent.","403",NA
"The national homeownership rate has sharply fallen","403",NA
"and the rate for minority households and young adults has plummeted.","503",NA
"So many remain unemployed or underemployed,","701",NA
"and for the lucky ones with jobs, rising rents make it harder to save for a mortgage.","403",NA
"There is a growing sense that our national standard of living will never be as high as it was in the past.","410",NA
"We understand that pessimism but do not share it,","410",NA
"for we believe that sound public policies can restore growth to our economy, vigor to the housing market, and hope to those who are now on the margins of prosperity.","410",NA
"Our goal is to advance responsible home- ownership while guarding against the abuses that led to the housing collapse.","403",NA
"We must scale back the federal role in the housing market,","401",NA
"promote responsibility on the part of borrowers and lenders,","401",NA
"and avoid future taxpayer bailouts.","401",NA
"Reforms should provide clear and prudent underwriting standards and guidelines on predatory lending and acceptable lending practices.","403",NA
"Compliance with regulatory standards should constitute a legal safe harbor to guard against opportunistic litigation by trial lawyers.","403",NA
"We call for a comprehensive review of federal regulations,","401",NA
"especially those dealing with the environment,","401",NA
"that make it harder and more costly for Americans to rent, buy, or sell homes.","401",NA
"For nine years, Fannie Mae and Freddie Mac have been in conservatorship and the current Administration and Democrats have prevented any effort to reform them.","305.1",NA
"Their corrupt business model lets shareholders and executives reap huge profits while the taxpayers cover all loses.","304",NA
"The utility of both agencies should be reconsidered as a Republican administration clears away the jumble of subsidies and controls that complicate and distort home-buying.","401",NA
"The Federal Housing Administration, which provides taxpayer-backed guarantees in the mortgage market, should no longer support high- income individuals,","403",NA
"and the public should not be financially exposed by risks taken by FHA officials.","403",NA
"We will end the government mandates that required Fannie Mae, Freddie Mac, and federally- insured banks to satisfy lending quotas to specific groups.","401",NA
"Discrimination should have no place in the mortgage industry.","503",NA
"Zoning decisions have always been, and must remain, under local control.","301",NA
"The current Administration is trying to seize control of the zoning process through its Affirmatively Furthering Fair Housing regulation.","301",NA
"It threatens to undermine zoning laws in order to socially engineer every community in the country.","603",NA
"While the federal government has a legitimate role in enforcing non-discrimination laws,","503",NA
"this regulation has nothing to do with proven or alleged discrimination and everything to do with hostility to the self-government of citizens.","301",NA
"America on the Move","H",NA
"Our country's investments in transportation and other public construction have traditionally been non-partisan.","411",NA
"Everyone agrees on the need for clean water","501",NA
"and safe roads, rail, bridges, ports, and airports.","411",NA
"President Eisenhower established a tradition of Republican leadership in this regard by championing the creation of the interstate highway system.","411",NA
"In recent years, bipartisan cooperation led to major legislation improving the nation's ports and waterways.","411",NA
"Our Republican majority ended the practice of earmarks, which often diverted transportation spending to politically favored projects.","401",NA
"In the current Congress, Republicans have secured the longest reauthorization of the Highway Trust Fund in a decade","411",NA
"and are advancing a comprehensive reform of the Federal Aviation Administration to make flying easier and more secure.","411",NA
"The current Administration has a different approach.","401",NA
"It subordinates civil engineering to social engineering as it pursues an exclusively urban vision of dense housing and government transit.","401",NA
"Its ill-named Livability Initiative is meant to “coerce people out of their cars.”","401",NA
"This is the same mentality that once led Congress to impose by fiat a single maximum speed limit for the entire nation, from Manhattan to Montana.","401",NA
"Our 1980 Republican Platform pledged to repeal that edict.","401",NA
"After the election of Ronald Reagan, we did.","401",NA
"Now we make the same pledge regarding the current problems in transportation policy.","401",NA
"We propose to remove from the Highway Trust Fund programs that should not be the business of the federal government.","401",NA
"More than a quarter of the Fund's spending is diverted from its original purpose.","401",NA
"One fifth of its funds are spent on mass transit,","503",NA
"an inherently local affair that serves only a small portion of the population,","503",NA
"concentrated in six big cities.","503",NA
"Additional funds are used for bike-share programs, sidewalks, recreational trails, landscaping, and historical renovations.","411",NA
"Other beneficiaries of highway money are ferry boats, the federal lands access program, scenic byways, and education initiatives.","411",NA
"These worthwhile enterprises should be funded through other sources.","411",NA
"We propose to phase out the federal transit program","401",NA
"and reform provisions of the National Environmental Policy Act which can delay and drive up costs for transportation projects.","401",NA
"We renew our call for repeal of the Davis-Bacon law,","401",NA
"which limits employment","402",NA
"and drives up construction and maintenance costs","402",NA
"for the benefit of unions.","702",NA
"Recognizing that, over time, additional revenue will be needed to expand the carrying capacity of roads and bridges,","411",NA
"we will remove legal roadblocks to public-private partnership agreements that can save the taxpayers' money and bring outside investment to meet a community's needs.","401",NA
"With most of the states increasing their own funding for transportation,","301",NA
"we oppose a further increase in the federal gas tax.","401",NA
"Although unionization has never been permitted in any government agency concerned with national security, the current Administration has reversed that policy for the Transportation Security Administration.","702",NA
"We will correct that mistake.","702",NA
"Americans understand that, with the threat of terrorism, their travel may encounter delays,","104",NA
"but un- acceptably long lines at security checks can have the same impact as a collapsed bridge or washed out highway.","104",NA
"TSA employees should always be seen as guardians of the public's safety,","104",NA
"not as just another part of the federal workforce.","104",NA
"Amtrak is an extremely expensive railroad for the American taxpayers, who must subsidize every ticket.","401",NA
"The federal government should allow private ventures to provide passenger service in the northeast corridor.","401",NA
"The same holds true with regard to high-speed and intercity rail across the country.","401",NA
"We reaffirm our intention to end federal support for boondoggles like California's high-speed train to nowhere.","401",NA
"Building the Future: Technology","H",NA
"The digital revolution has transformed how we work, learn, sell, shop, socialize — in short, how we live.","411",NA
"Technological change drives our positions with regard to STEM education,","506",NA
"business and corporate involvement with educational certifications,","405",NA
"workforce issues,","701",NA
"privacy,","201.2",NA
"cyber and national security,","104",NA
"energy development,","410",NA
"regulation,","401",NA
"and other elements of our campaign for growth and jobs.","410",NA
"It is why we propose to simplify the tax code,","402",NA
"reduce corporate rates,","402",NA
"transition to a territorial system,","402",NA
"and create incentives for investment and innovation.","402",NA
"We envision government at all levels as a partner with individuals and industries in technological progress,","405",NA
"not a meddlesome monitor.","401",NA
"We want to create a business climate that rewards risk and promotes innovation,","402",NA
"a learning system that gives Americans the skills needed to seize the opportunities of the 21st century,","506",NA
"and an international order that maintains a fair and open global market for America's goods and services.","406",NA
"We intend to advance policies that protect data privacy","403",NA
"while fostering innovation and growth and ensuring the free flow of data across borders.","410",NA
"Together, broadband and good ideas have become the 21st century engines of American ingenuity.","411",NA
"Innovation, by its nature, is disruptive.","411",NA
"In challenging legacy forms of business, innovation creates new jobs, gives access to new markets, opens opportunity to underserved populations, and expands consumer choice.","411",NA
"Government must give America's innovators the freedom to create and, on their merits, succeed or fail.","401",NA
"Our agenda includes balanced protections for intellectual property, explained elsewhere in this document.","403",NA
"We intend to facilitate access to spectrum by paving the way for high-speed, next- generation broadband deployment","411",NA
"and competition on the internet and for internet services.","401",NA
"We want government to encourage the sharing economy and on-demand platforms to compete in an open market,","401",NA
"and we believe public policies should encourage the innovation and competition that are essential for an Internet of Things to thrive.","401",NA
"Government must keep pace with the technology deployed in the private sector.","411",NA
"There is an urgent need to modernize the federal government's legacy systems","411",NA
"and to recruit the skilled technical personnel who can advance the adoption of innovation in the public sector.","411",NA
"At the cost of billions, the current Administration has done little to advance our goal of universal broadband coverage.","411",NA
"That hurts rural America, where farmers, ranchers, and small business people need connectivity to operate in real time with the world's producers.","703.1",NA
"Almost ten million Americans have given up wired broadband connections in just the last two years alone, and millions more have never been connected in the first place.","411",NA
"We encourage public-private partnerships to provide predictable support for connecting rural areas","405",NA
"so that every American can fully participate in the global economy.","503",NA
"The public-private partnerships between NASA, the Department of Defense, and commercial companies have given us technological progress that has reduced the cost of accessing space","405",NA
"and extended America's space leadership in the commercial, civil, and national security spheres.","411",NA
"The entrepreneurship and innovation culture of the free market is revitalizing the nation's space capabilities,","401",NA
"saving taxpayer money,","401",NA
"and advancing technology critical to maintain America's edge in space and in other fields.","411",NA
"To protect our national security interests","104",NA
"and foster innovation and competitiveness,","410",NA
"we must sustain our preeminence in space by launching more scientific missions,","411",NA
"guaranteeing unfettered access, and ensuring that our space-related industries remain a source of scientific leadership and education.","506",NA
"Building the Future: America’s Electric Grid","H",NA
"Our nation's interstate electric transmission system has long been a catalyst for developing and delivering low cost energy","411",NA
"while spurring economic growth throughout the United States","410",NA
"The grid is aging,","411",NA
"vulnerable to cyber and terrorist threats,","104",NA
"and unprepared to serve our energy needs of tomorrow.","411",NA
"It should not take seven to ten years to plan and construct a transmission line.","411",NA
"We support expedited siting processes and the thoughtful expansion of the grid so that consumers and businesses continue to have access to affordable and reliable electricity.","411",NA
"Start-up Century: Small Business and Entrepreneurship","H",NA
"A central reason why the 20th century came to be called the American Century was the ability of individuals to invent and create in a land of free markets.","401",NA
"Back then they were called risk-takers, dreamers, and small business owners.","401",NA
"Today they are the entrepreneurs, independent contractors, and small business men and women of our new economy.","401",NA
"Their innovation drives improvement and forces long-established institutions to adapt or fade away.","401",NA
"Many of them are so young they remember little if anything of the last century because dynamic progress does not look back.","401",NA
"As in the past, they still create most new jobs and form the commercial network that holds communities together.","401",NA
"Their enterprise is the lifeblood of our economy,","401",NA
"but it is weakening.","401",NA
"More businesses are closing in our country than are starting.","402",NA
"Older firms are an increasing proportion of companies.","402",NA
"Productivity growth has slowed.","402",NA
"This is not the way to jumpstart a new era of growth.","402",NA
"We need to consider the effect of capital gains rates on the availability of venture capital,","402",NA
"as well as the positive impact of expensing on start-up firms.","402",NA
"We should reduce the occupational licensing laws that shut untold millions of potential workers out of entrepreneurial careers.","402",NA
"We must overturn the regulatory nightmare, created by the Dodd- Frank law, for the community banks and savings and loans that provide nearly half of all small- business loans","402",NA
"and over three-quarters of all agricultural loans.","703.1",NA
"Indeed, the world of the app economy cries out for the comprehensive regulatory reform proposed elsewhere in this platform.","402",NA
"We must challenge established interests and traditional business patterns to facilitate market entry of new business models, i","402",NA
"Including inventive means of transport, delivery, and communication.","411",NA
"As incubators of unconventional thinking, our country's existing research infrastructure — the National Labs, the National Institutes of Health, NASA, and elements of the Defense Department —","411",NA
"have the potential to form partnerships with small businesses to create an American Start-Up Century.","405",NA
"The Federal Reserve","H",NA
"Because the Federal Reserve's monetary policy decisions affect job creation, upward mobility for workers, and equitable prosperity, they should be transparent.","403",NA
"Similarly, the Federal Reserve's important role as a lender of last resort should also be carried out in a more transparent manner.","403",NA
"The Republican Party will advance legislation that brings transparency and accountability to the Federal Reserve, the Federal Open Market Committee, and the Federal Reserve's dealing with foreign banks.","403",NA
"The first step is through an annual audit of the Federal Reserve's activities.","303",NA
"Such an audit would need to be carefully implemented so that the Federal Reserve remains insulated from political pressures","403",NA
"and its decisions are based on sound economic principles and sound money rather than political pressures for easy money and loose credit.","403",NA
"Determined to crush the double-digit inflation that was part of the Carter Administration's economic legacy, President Reagan, shortly after his inauguration, established a commission to consider the feasibility of a metallic basis for U.S. currency.","406",NA
"In 2012, facing the task of cleaning up the wreckage of the current Administration's policies,","406",NA
"we proposed a similar commission to investigate ways to set a fixed value for the dollar.","406",NA
"With Republican leadership, the House of Representatives has passed legislation to set up just such a commission.","406",NA
"We recommend its enactment by the full Congress and the commission's careful consideration of ways to secure the integrity of our currency.","406",NA
"Workplace Freedom for a 21st Century Workforce","H",NA
"The greatest asset of the American economy is the hard-working American.","701",NA
"That is why our first priority is getting people back to work by fostering the kind of growth that creates jobs.","410",NA
"That overarching goal unites all the sections of this platform.","410",NA
"It runs through our commitments on education and workforce development.","410",NA
"It underlies our approach to welfare reform, regulatory reform, and our determination to advance the kind of trade agreements that multiply opportunities for workers here at home.","410",NA
"It also impels us to challenge the anachronistic labor laws that limit workers' freedom and lock them into the workplace rules of their greatgrandfathers.","701",NA
"Instead of facilitating change, the current Administration and its agents at the National Labor Relations Board are determined to reverse it.","401",NA
"They are attacking the franchise model of business development, which is essential to the flexibility and creativity of the new economy.","401",NA
"They are wielding provisions of the Fair Labor Standards Act from the 1930s, designed to fit a manufacturing workplace, to deny flexibility to both employers and employees.","401",NA
"They have repealed union transparency rules that allowed members to discover what was being done with their dues.","403",NA
"They have outlawed alternatives to unions","702",NA
"even when they were favored by the workers.","701",NA
"Their Project Labor Agreements discriminate against the overwhelming majority of workers by barring them from jobs on taxpayer-funded projects.","701",NA
"Their patronizing and controlling approach leaves workers in a form of peonage to the NLRB.","702",NA
"We intend to restore fairness and common sense to that agency.","702",NA
"Technology has already created jobs that did not exist fifteen years ago,","411",NA
"and today's workers need flexibility and family-friendly options to make the most of them,","701",NA
"especially portability in pension plans and health insurance.","403",NA
"We intend to encourage those trends by bringing labor law into the 21st century.","701",NA
"It should encourage cooperation between management and workers, not conflict.","405",NA
"All workers, including union members, must be free to accept raises and rewards without veto power from union officials.","702",NA
"All unionized workers should be able to find out what is going on in their union trust funds and in their executive compensation.","403",NA
"We support the right of states to enact Right-to-Work laws and call for a national law to protect the economic liberty of the modern workforce.","702",NA
"All Americans deserve the opportunity to pursue their American dream free from discrimination.","503",NA
"Clear nondiscrimination policies ensure all employees have the chance to succeed based solely on their merits.","503",NA
"These policies are vital to creating an inclusive, innovative, and competitive workforce.","503",NA
"Republicans believe that the employer- employee relationship of the future will be built upon employee empowerment","701",NA
"and workplace flexibility.","701",NA
"We therefore endorse employee stock ownership plans that enable workers to become capitalists,","401",NA
"expand the realm of private property,","401",NA
"and energize a free enterprise economy.","401",NA
"Minimum wage is an issue that should be handled at the state and local level.","301",NA
"A Federal Workforce Serving the People","H",NA
"The federal workforce is larger and more highly paid than ever.","401",NA
"The taxpayers spend an average of $35,000 a year per employee on non-cash benefits, triple the average non-cash compensation of the average worker in the private sector.","401",NA
"Federal employees receive extraordinary pension benefits and vacation time wildly out of line with those of the private sector.","401",NA
"We urge Congress to bring federal compensation and benefits in line with the standards of most American employees.","401",NA
"A Republican administration should streamline personnel procedures to expedite the firing of bad workers, tax cheats, and scammers.","403",NA
"The unionization of the federal workforce, first permitted by Democrat presidents in the 1960s, should be reviewed by the appropriate congressional committees to examine its effects on the cost, quality, and performance of the civil service.","702",NA
"Union representatives in the federal workforce should not be paid to conduct union business on the public's time.","702",NA
"Reducing the Federal Debt","H",NA
"Our national debt is a burden on our economy and families.","414",NA
"The huge increase in the national debt demanded by and incurred during the current Administration has placed a significant burden on future generations.","414",NA
"We must impose firm caps on future debt,","414",NA
"accelerate the repayment of the trillions we now owe in order to reaffirm our principles of responsible and limited government,","414",NA
"and remove the burdens we are placing on future generations.","414",NA
"A strong economy is one key to debt reduction,","410",NA
"but spending restraint is a necessary component that must be vigorously pursued.","414",NA
"A Rebirth of Constitutional Government","H",NA
"We the People","H",NA
"We are the party of the Declaration of Independence and the Constitution.","601.1",NA
"The Declaration sets forth the fundamental precepts of American government:","601.1",NA
"That God bestows certain inalienable rights on every individual,","201.2",NA
"thus producing human equality;","503",NA
"that government exists first and foremost to protect those inalienable rights;","201.2",NA
"that man-made law must be consistent with God-given, natural rights;","603",NA
"and that if God-given, natural, inalienable rights come in conflict with government, court, or human-granted rights, God-given, natural, inalienable rights always prevail;","603",NA
